0
0
False
0 8,8302550645686
8,99999999999985 -5,20117618984068
9,00999999999985 1,92488147441298
9,01999999999985 -4,61055865778543
9,02999999999985 3,73104861081494
9,03999999999985 -1,69880420151637
9,04999999999985 0,958084662788061
9,05999999999985 5,4865638492929
9,06999999999985 -9,07306277408044
9,07999999999985 4,75514882300092
9,08999999999985 10,0601069134216
9,09999999999985 0,703699336884617
9,10999999999985 4,15518794953433
9,11999999999985 0,144150614425444
9,12999999999985 0,446134646965422
9,13999999999985 0,00148267293037878
9,14999999999985 -7,10721006408335
9,15999999999985 -0,603152555154838
9,16999999999985 -3,47666164783798
9,17999999999985 2,17483281562404
9,18999999999985 -0,216767070612688
9,19999999999985 -3,13149057657755
9,20999999999985 3,61607997362623
9,21999999999985 10,0904903938301
9,22999999999985 10,3781539720829
9,23999999999985 -2,43276296105383
9,24999999999985 -1,99486748296018
9,25999999999985 -9,62597418082174
9,26999999999985 8,10347509762625
9,27999999999985 -2,79414841308805
9,28999999999985 6,90353919494142
9,29999999999985 10,5476902487239
9,30999999999985 7,32934819981686
9,31999999999985 -2,92165691624121
9,32999999999985 -5,24890241223674
9,33999999999985 -8,9116108084141
9,34999999999985 2,41471587888195
9,35999999999984 0,949527592004532
9,36999999999984 -1,78475840676774
9,37999999999984 7,05762626036055
9,38999999999984 1,07314454817649
9,39999999999984 -6,16333367273012
9,40999999999984 -9,34429606733077
9,41999999999984 6,03404639116587
9,42999999999984 2,04415586174976
9,43999999999984 6,20478720623416
9,44999999999984 -7,0564098987757
9,45999999999984 6,42863170710097
9,46999999999984 7,31207129716434
9,47999999999984 -4,6919480902404
9,48999999999984 7,1449296257964
9,49999999999984 9,91203134551104
9,50999999999984 4,71546167368959
9,51999999999984 1,73590848919296
9,52999999999984 4,51108694255078
9,53999999999984 -6,67864873667543
9,54999999999984 0,293852945643982
9,55999999999984 2,74550199149401
9,56999999999984 -3,8976015387772
9,57999999999984 -2,72707731902212
9,58999999999984 9,40697439235473
9,59999999999984 1,49514995470089
9,60999999999984 6,47419786277576
9,61999999999984 4,63019655011852
9,62999999999984 8,9425207191706
9,63999999999984 10,6215077738088
9,64999999999984 4,48526024797886
9,65999999999984 -1,81206422313335
9,66999999999984 -5,49583788222871
9,67999999999984 -1,73114363550957
9,68999999999984 6,47787788495952
9,69999999999984 2,83237345300323
9,70999999999984 -7,72948303747799
9,71999999999984 -1,42539679710762
9,72999999999984 -7,98742262144336
9,73999999999984 -4,96234448677166
9,74999999999984 -4,87808561813569
9,75999999999984 6,47294447157146
9,76999999999984 -1,06457437900859
9,77999999999984 -6,73772412526018
9,78999999999984 -6,46746215138902
9,79999999999984 0,46738990102776
9,80999999999984 -6,04895656887719
9,81999999999984 3,88433207877755
9,82999999999983 -0,830187149793355
9,83999999999983 7,90239693833949
9,84999999999983 -3,07668251607473
9,85999999999983 -5,29745139848701
9,86999999999983 1,47816703029692
9,87999999999983 -7,67916258665242
9,88999999999983 -0,116354645167192
9,89999999999983 -9,42187520172297
9,90999999999983 -6,06197977812936
9,91999999999983 -10,1485919786367
9,92999999999983 6,54156077891671
9,93999999999983 10,4670854845667
9,94999999999983 -1,54862244639677
9,95999999999983 -2,86560170853838
9,96999999999983 8,20241476288637
9,97999999999983 2,53373699703008
9,98999999999983 -7,16936415083579
9,99999999999983 3,86676521344854
